COMMAND     PID       USER   FD   TYPE DEVICE SIZE/OFF NLINK      NODE NAME
Isolated  34769 tarilka0gg   32r   REG    0,1     6190     0     11272 /memfd:mozilla-ipc (deleted)
Isolated  34769 tarilka0gg   33r   REG    0,1     2172     0     11273 /memfd:mozilla-ipc (deleted)
Isolated  34769 tarilka0gg   34r   REG    0,1     2356     0     11274 /memfd:mozilla-ipc (deleted)
Isolated  34769 tarilka0gg   36r   REG    0,1    24560     0     11276 /memfd:mozilla-ipc (deleted)
Isolated  34769 tarilka0gg   37r   REG    0,1      170     0     11277 /memfd:mozilla-ipc (deleted)
Isolated  34769 tarilka0gg   38r   REG    0,1     2748     0     11278 /memfd:mozilla-ipc (deleted)
Isolated  34769 tarilka0gg   39r   REG    0,1     1488     0     11279 /memfd:mozilla-ipc (deleted)
Isolated  34769 tarilka0gg   40r   REG    0,1    68240     0     11275 /memfd:mozilla-ipc (deleted)
Isolated  34769 tarilka0gg   41r   REG    0,1    11822     0     11298 /memfd:mozilla-ipc (deleted)
Isolated  34769 tarilka0gg   42r   REG    0,1    24584     0     11280 /memfd:mozilla-ipc (deleted)
Isolated  34769 tarilka0gg   43r   REG    0,1      224     0     11265 /memfd:mozilla-ipc (deleted)
Isolated  35298 tarilka0gg   23r   REG    0,1   460800     0     11266 /memfd:mozilla-ipc (deleted)
Isolated  35298 tarilka0gg   29r   REG    0,1     7418     0     11270 /memfd:mozilla-ipc (deleted)
Isolated  35298 tarilka0gg   30r   REG    0,1      226     0     11271 /memfd:mozilla-ipc (deleted)
Isolated  35298 tarilka0gg   31r   REG    0,1     6190     0     11272 /memfd:mozilla-ipc (deleted)
Isolated  35298 tarilka0gg   32r   REG    0,1     2172     0     11273 /memfd:mozilla-ipc (deleted)
Isolated  35298 tarilka0gg   33r   REG    0,1     2356     0     11274 /memfd:mozilla-ipc (deleted)
Isolated  35298 tarilka0gg   35r   REG    0,1    24560     0     11276 /memfd:mozilla-ipc (deleted)
Isolated  35298 tarilka0gg   36r   REG    0,1      170     0     11277 /memfd:mozilla-ipc (deleted)
Isolated  35298 tarilka0gg   37r   REG    0,1     2748     0     11278 /memfd:mozilla-ipc (deleted)
Isolated  35298 tarilka0gg   38r   REG    0,1     1488     0     11279 /memfd:mozilla-ipc (deleted)
Isolated  35298 tarilka0gg   39r   REG    0,1    24584     0     11280 /memfd:mozilla-ipc (deleted)
Isolated  35298 tarilka0gg   40r   REG    0,1    11822     0     11298 /memfd:mozilla-ipc (deleted)
Isolated  35298 tarilka0gg   41r   REG    0,1    14116     0     11339 /memfd:mozilla-ipc (deleted)
Isolated  35298 tarilka0gg   42r   REG    0,1      224     0     11265 /memfd:mozilla-ipc (deleted)
Isolated  35298 tarilka0gg   43r   REG    0,1    68240     0     11275 /memfd:mozilla-ipc (deleted)
Isolated  35298 tarilka0gg   44r   REG    0,1  1073224     0     11840 /memfd:mozilla-ipc (deleted)
Isolated  35298 tarilka0gg   45r   REG    0,1   296992     0     11267 /memfd:mozilla-ipc (deleted)
Isolated  36200 tarilka0gg   15r   REG    0,1  1073224     0     11840 /memfd:mozilla-ipc (deleted)
Isolated  36200 tarilka0gg   23r   REG    0,1   296992     0     11267 /memfd:mozilla-ipc (deleted)
Isolated  36200 tarilka0gg   24r   REG    0,1   460800     0     11266 /memfd:mozilla-ipc (deleted)
Isolated  36200 tarilka0gg   28r   REG    0,1    14116     0     11339 /memfd:mozilla-ipc (deleted)
Isolated  36200 tarilka0gg   30r   REG    0,1     7418     0     11270 /memfd:mozilla-ipc (deleted)
Isolated  36200 tarilka0gg   31r   REG    0,1      226     0     11271 /memfd:mozilla-ipc (deleted)
Isolated  36200 tarilka0gg   32r   REG    0,1     6190     0     11272 /memfd:mozilla-ipc (deleted)
Isolated  36200 tarilka0gg   33r   REG    0,1     2172     0     11273 /memfd:mozilla-ipc (deleted)
Isolated  36200 tarilka0gg   34r   REG    0,1     2356     0     11274 /memfd:mozilla-ipc (deleted)
Isolated  36200 tarilka0gg   36r   REG    0,1    24560     0     11276 /memfd:mozilla-ipc (deleted)
Isolated  36200 tarilka0gg   37r   REG    0,1      170     0     11277 /memfd:mozilla-ipc (deleted)
Isolated  36200 tarilka0gg   38r   REG    0,1     2748     0     11278 /memfd:mozilla-ipc (deleted)
Isolated  36200 tarilka0gg   39r   REG    0,1     1488     0     11279 /memfd:mozilla-ipc (deleted)
Isolated  36200 tarilka0gg   40r   REG    0,1    68240     0     11275 /memfd:mozilla-ipc (deleted)
Isolated  36200 tarilka0gg   41r   REG    0,1    11822     0     11298 /memfd:mozilla-ipc (deleted)
Isolated  36200 tarilka0gg   43r   REG    0,1      224     0     11265 /memfd:mozilla-ipc (deleted)
Isolated  36200 tarilka0gg   44r   REG    0,1    24584     0     11280 /memfd:mozilla-ipc (deleted)
Isolated  36411 tarilka0gg   15r   REG    0,1  1073224     0     11840 /memfd:mozilla-ipc (deleted)
Isolated  36411 tarilka0gg   23r   REG    0,1   296992     0     11267 /memfd:mozilla-ipc (deleted)
Isolated  36411 tarilka0gg   24r   REG    0,1   460800     0     11266 /memfd:mozilla-ipc (deleted)
Isolated  36411 tarilka0gg   25r   REG    0,1    68240     0     11275 /memfd:mozilla-ipc (deleted)
Isolated  36411 tarilka0gg   28r   REG    0,1    14116     0     11339 /memfd:mozilla-ipc (deleted)
Isolated  36411 tarilka0gg   29r   REG    0,1    24584     0     11280 /memfd:mozilla-ipc (deleted)
Isolated  36411 tarilka0gg   30r   REG    0,1     7418     0     11270 /memfd:mozilla-ipc (deleted)
Isolated  36411 tarilka0gg   31r   REG    0,1      226     0     11271 /memfd:mozilla-ipc (deleted)
Isolated  36411 tarilka0gg   32r   REG    0,1     6190     0     11272 /memfd:mozilla-ipc (deleted)
Isolated  36411 tarilka0gg   33r   REG    0,1     2172     0     11273 /memfd:mozilla-ipc (deleted)
Isolated  36411 tarilka0gg   34r   REG    0,1     2356     0     11274 /memfd:mozilla-ipc (deleted)
Isolated  36411 tarilka0gg   36r   REG    0,1    24560     0     11276 /memfd:mozilla-ipc (deleted)
Isolated  36411 tarilka0gg   37r   REG    0,1      170     0     11277 /memfd:mozilla-ipc (deleted)
Isolated  36411 tarilka0gg   38r   REG    0,1     2748     0     11278 /memfd:mozilla-ipc (deleted)
Isolated  36411 tarilka0gg   39r   REG    0,1     1488     0     11279 /memfd:mozilla-ipc (deleted)
Isolated  36411 tarilka0gg   41r   REG    0,1    11822     0     11298 /memfd:mozilla-ipc (deleted)
Isolated  36411 tarilka0gg   43r   REG    0,1      224     0     11265 /memfd:mozilla-ipc (deleted)
Isolated  36748 tarilka0gg   23r   REG    0,1   296992     0     11267 /memfd:mozilla-ipc (deleted)
Isolated  36748 tarilka0gg   24r   REG    0,1   460800     0     11266 /memfd:mozilla-ipc (deleted)
Isolated  36748 tarilka0gg   25r   REG    0,1  1073224     0     11840 /memfd:mozilla-ipc (deleted)
Isolated  36748 tarilka0gg   29r   REG    0,1    14116     0     11339 /memfd:mozilla-ipc (deleted)
Isolated  36748 tarilka0gg   30r   REG    0,1     7418     0     11270 /memfd:mozilla-ipc (deleted)
Isolated  36748 tarilka0gg   31r   REG    0,1      226     0     11271 /memfd:mozilla-ipc (deleted)
Isolated  36748 tarilka0gg   32r   REG    0,1     6190     0     11272 /memfd:mozilla-ipc (deleted)
Isolated  36748 tarilka0gg   33r   REG    0,1    68240     0     11275 /memfd:mozilla-ipc (deleted)
Isolated  36748 tarilka0gg   34r   REG    0,1     2356     0     11274 /memfd:mozilla-ipc (deleted)
Isolated  36748 tarilka0gg   36r   REG    0,1    24560     0     11276 /memfd:mozilla-ipc (deleted)
Isolated  36748 tarilka0gg   37r   REG    0,1      170     0     11277 /memfd:mozilla-ipc (deleted)
Isolated  36748 tarilka0gg   38r   REG    0,1     2748     0     11278 /memfd:mozilla-ipc (deleted)
Isolated  36748 tarilka0gg   39r   REG    0,1     1488     0     11279 /memfd:mozilla-ipc (deleted)
Isolated  36748 tarilka0gg   40r   REG    0,1    24584     0     11280 /memfd:mozilla-ipc (deleted)
Isolated  36748 tarilka0gg   41r   REG    0,1    11822     0     11298 /memfd:mozilla-ipc (deleted)
Isolated  36748 tarilka0gg   42r   REG    0,1      224     0     11265 /memfd:mozilla-ipc (deleted)
Isolated  36748 tarilka0gg   43r   REG    0,1     2172     0     11273 /memfd:mozilla-ipc (deleted)
steam     38245 tarilka0gg   28u  FIFO   0,20      0t0     0 101019312 /tmp/.millennium-pv-2soSkU/cmd.fifo (deleted)
steam     38245 tarilka0gg   30u  FIFO   0,20      0t0     0 101019313 /tmp/.millennium-pv-2soSkU/resp.fifo (deleted)
steam     38245 tarilka0gg   87u   REG    0,1 67108864     0      4183 /memfd:pulseaudio (deleted)
steam     38245 tarilka0gg  105u   REG    0,1 67108864     0      8323 /memfd:pulseaudio (deleted)
steamwebh 38485 tarilka0gg  mem    REG   0,27  2097152     0      2343 /dev/shm/.com.valvesoftware.Steam.X7jguW
steamwebh 38485 tarilka0gg  mem    REG    0,1        4     0     11545 /memfd:xshmfence
steamwebh 38485 tarilka0gg  mem    REG    0,1        4     0     11544 /memfd:xshmfence
steamwebh 38485 tarilka0gg  mem    REG    0,1        4     0     11543 /memfd:xshmfence
steamwebh 38485 tarilka0gg  mem    REG    0,1        4     0     11542 /memfd:xshmfence
steamwebh 38485 tarilka0gg  mem    REG   0,27  2097152     0        27 /dev/shm/.com.valvesoftware.Steam.vYefhk
steamwebh 38485 tarilka0gg  mem    REG    0,1        4     0      6402 /memfd:xshmfence
steamwebh 38485 tarilka0gg  mem    REG    0,1        4     0     11541 /memfd:xshmfence
steamwebh 38485 tarilka0gg  mem    REG    0,1        4     0       195 /memfd:xshmfence
steamwebh 38485 tarilka0gg  mem    REG   0,27   131072     0      2344 /dev/shm/.com.valvesoftware.Steam.f64nks
steamwebh 38485 tarilka0gg  mem    REG    0,1        4     0     11540 /memfd:xshmfence
steamwebh 38485 tarilka0gg  mem    REG    0,1        4     0      5244 /memfd:xshmfence
steamwebh 38485 tarilka0gg  mem    REG    0,1        4     0       194 /memfd:xshmfence
steamwebh 38485 tarilka0gg  mem    REG    0,1        4     0     10484 /memfd:xshmfence
steamwebh 38485 tarilka0gg  mem    REG   0,27   131064     0        21 /dev/shm/.com.valvesoftware.Steam.I9dE9v
steamwebh 38485 tarilka0gg  mem    REG   0,27   524288     0        18 /dev/shm/.com.valvesoftware.Steam.CXZPR1
steamwebh 38485 tarilka0gg  mem    REG   0,27   524288     0        16 /dev/shm/.com.valvesoftware.Steam.uP5OmP
steamwebh 38485 tarilka0gg  mem    REG   0,27        4     0       153 /dev/shm/.com.valvesoftware.Steam.LhhwyO
steamwebh 38485 tarilka0gg  mem    REG    0,1        4     0       192 /memfd:xshmfence
steamwebh 38485 tarilka0gg  mem    REG   0,27   131072     0        20 /dev/shm/.com.valvesoftware.Steam.uCa6ZT
steamwebh 38485 tarilka0gg  mem    REG   0,27   131072     0        28 /dev/shm/.com.valvesoftware.Steam.rqxH1h
steamwebh 38485 tarilka0gg  mem    REG   0,27   131072     0        17 /dev/shm/.com.valvesoftware.Steam.rSQIvH
steamwebh 38485 tarilka0gg  mem    REG   0,27   131072     0        15 /dev/shm/.com.valvesoftware.Steam.JwSvhu
steamwebh 38485 tarilka0gg  mem    REG   0,27   262144     0        14 /dev/shm/.com.valvesoftware.Steam.opAEUN
steamwebh 38485 tarilka0gg  mem    REG   0,27   262144     0        12 /dev/shm/.com.valvesoftware.Steam.MAQl92
steamwebh 38485 tarilka0gg  mem    REG   0,27       64     0       155 /dev/shm/ValveIPCSHM_1000
steamwebh 38485 tarilka0gg  mem    REG   0,35  4194304     0  19778531 /home/tarilka0gg/.local/share/Steam/config/htmlcache/BrowserMetrics/BrowserMetrics-6AA5743A-9655.pma
steamwebh 38485 tarilka0gg  mem    REG   0,27      208     0        48 /dev/shm/.com.valvesoftware.Steam.CqL0vx
steamwebh 38485 tarilka0gg  mem    REG   0,27        4     0        13 /dev/shm/.com.valvesoftware.Steam.4XIFqt
steamwebh 38485 tarilka0gg    3r  FIFO   0,20      0t0     0 101019312 /tmp/.millennium-pv-2soSkU/cmd.fifo (deleted)
steamwebh 38485 tarilka0gg    4w  FIFO   0,20      0t0     0 101019313 /tmp/.millennium-pv-2soSkU/resp.fifo (deleted)
steamwebh 38485 tarilka0gg   10u   REG   0,35  4194304     0  19778531 /home/tarilka0gg/.local/share/Steam/config/htmlcache/BrowserMetrics/BrowserMetrics-6AA5743A-9655.pma (deleted)
steamwebh 38485 tarilka0gg   54u   REG   0,27        4     0        13 /dev/shm/.com.valvesoftware.Steam.4XIFqt (deleted)
steamwebh 38485 tarilka0gg   61r   REG   0,27   262144     0        14 /dev/shm/.com.valvesoftware.Steam.opAEUN (deleted)
steamwebh 38485 tarilka0gg   74r   REG   0,27   131064     0        21 /dev/shm/.com.valvesoftware.Steam.I9dE9v (deleted)
steamwebh 38485 tarilka0gg   77r   REG   0,27   131064     0        21 /dev/shm/.com.valvesoftware.Steam.I9dE9v (deleted)
steamwebh 38485 tarilka0gg  134r   REG   0,27      208     0       441 /dev/shm/.com.valvesoftware.Steam.pxOISY (deleted)
steamwebh 38485 tarilka0gg  135r   REG   0,27      208     0       451 /dev/shm/.com.valvesoftware.Steam.UKCOQI (deleted)
steamwebh 38485 tarilka0gg  183u   REG   0,27       64     0       155 /dev/shm/ValveIPCSHM_1000 (deleted)
steamwebh 38485 tarilka0gg  195r   REG   0,27      208     0       138 /dev/shm/.com.valvesoftware.Steam.6tlX3u (deleted)
steamwebh 38485 tarilka0gg  220r   REG   0,27      208     0       373 /dev/shm/.com.valvesoftware.Steam.18wk5G (deleted)
steamwebh 38485 tarilka0gg  223r   REG   0,27      208     0       390 /dev/shm/.com.valvesoftware.Steam.fO8xUq (deleted)
steamwebh 38485 tarilka0gg  225r   REG   0,27      208     0       383 /dev/shm/.com.valvesoftware.Steam.Rgy9NB (deleted)
steamwebh 38485 tarilka0gg  228r   REG   0,27      208     0       398 /dev/shm/.com.valvesoftware.Steam.2Dagsq (deleted)
steamwebh 38485 tarilka0gg  235r   REG   0,27      208     0       403 /dev/shm/.com.valvesoftware.Steam.5WntmQ (deleted)
steamwebh 38485 tarilka0gg  241r   REG   0,27      208     0       407 /dev/shm/.com.valvesoftware.Steam.jBjTZh (deleted)
steamwebh 38485 tarilka0gg  246r   REG   0,27      208     0       417 /dev/shm/.com.valvesoftware.Steam.H14MbY (deleted)
steamwebh 38485 tarilka0gg  255r   REG   0,27      208     0       461 /dev/shm/.com.valvesoftware.Steam.GttCjP (deleted)
steamwebh 38485 tarilka0gg  260r   REG   0,27      208     0       472 /dev/shm/.com.valvesoftware.Steam.VNt3Fm (deleted)
steamwebh 38519 tarilka0gg  mem    REG   0,27  1048576     0      2359 /dev/shm/.com.valvesoftware.Steam.FQZw8j
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      1645 /dev/shm/.com.valvesoftware.Steam.BZQzNV
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1498 /dev/shm/.com.valvesoftware.Steam.AXJOti
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1495 /dev/shm/.com.valvesoftware.Steam.aLubaN
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1492 /dev/shm/.com.valvesoftware.Steam.O4F1Gt
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1487 /dev/shm/.com.valvesoftware.Steam.xzYQB9
steamwebh 38519 tarilka0gg  mem    REG   0,27   524288     0      2301 /dev/shm/.com.valvesoftware.Steam.Yornpz
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1482 /dev/shm/.com.valvesoftware.Steam.kHxAWN
steamwebh 38519 tarilka0gg  mem    REG   0,27   524288     0      2297 /dev/shm/.com.valvesoftware.Steam.Ldrjtu
steamwebh 38519 tarilka0gg  mem    REG   0,27   524288     0      2294 /dev/shm/.com.valvesoftware.Steam.rBkuxJ
steamwebh 38519 tarilka0gg  mem    REG   0,27   524288     0      2291 /dev/shm/.com.valvesoftware.Steam.bCyg91
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      2278 /dev/shm/.com.valvesoftware.Steam.YHm1sT
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1264 /dev/shm/.com.valvesoftware.Steam.8pw1Xr
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1263 /dev/shm/.com.valvesoftware.Steam.WOTYJ6
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1262 /dev/shm/.com.valvesoftware.Steam.103pK3
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1259 /dev/shm/.com.valvesoftware.Steam.2eM1bT
steamwebh 38519 tarilka0gg  mem    REG   0,27   327680     0      2277 /dev/shm/.com.valvesoftware.Steam.vKXMSZ
steamwebh 38519 tarilka0gg  mem    REG   0,27   327680     0      2271 /dev/shm/.com.valvesoftware.Steam.pHKYlk
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      2268 /dev/shm/.com.valvesoftware.Steam.yMoQqa
steamwebh 38519 tarilka0gg  mem    REG   0,27   327680     0      2267 /dev/shm/.com.valvesoftware.Steam.f700EW
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      2265 /dev/shm/.com.valvesoftware.Steam.K0wH9Y
steamwebh 38519 tarilka0gg  mem    REG   0,27   327680     0      2264 /dev/shm/.com.valvesoftware.Steam.YOGlZa
steamwebh 38519 tarilka0gg  mem    REG   0,27   327680     0      2259 /dev/shm/.com.valvesoftware.Steam.B51Ss3
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      2258 /dev/shm/.com.valvesoftware.Steam.lWYzr9
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      2256 /dev/shm/.com.valvesoftware.Steam.QEDHFw
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1450 /dev/shm/.com.valvesoftware.Steam.kJ7rPS
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      2247 /dev/shm/.com.valvesoftware.Steam.snDCbg
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1445 /dev/shm/.com.valvesoftware.Steam.zr8e69
steamwebh 38519 tarilka0gg  mem    REG   0,27   131072     0      2354 /dev/shm/.com.valvesoftware.Steam.AjtGeo
steamwebh 38519 tarilka0gg  mem    REG   0,27   131072     0      2345 /dev/shm/.com.valvesoftware.Steam.uHvTeY
steamwebh 38519 tarilka0gg  mem    REG   0,27   327680     0      2244 /dev/shm/.com.valvesoftware.Steam.k7mhtr
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1436 /dev/shm/.com.valvesoftware.Steam.9yPgvf
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1433 /dev/shm/.com.valvesoftware.Steam.y9taUz
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      2240 /dev/shm/.com.valvesoftware.Steam.6XBkqr
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1394 /dev/shm/.com.valvesoftware.Steam.fp2zh6
steamwebh 38519 tarilka0gg  mem    REG   0,27   655360     0      2208 /dev/shm/.com.valvesoftware.Steam.gz8pb4
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1386 /dev/shm/.com.valvesoftware.Steam.qm2GP7
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1385 /dev/shm/.com.valvesoftware.Steam.w03zTi
steamwebh 38519 tarilka0gg  mem    REG   0,27    65536     0      2360 /dev/shm/.com.valvesoftware.Steam.eWf7PE
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1361 /dev/shm/.com.valvesoftware.Steam.if2osW
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1421 /dev/shm/.com.valvesoftware.Steam.krzQuX
steamwebh 38519 tarilka0gg  mem    REG    0,1  8608752     0        19 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1356 /dev/shm/.com.valvesoftware.Steam.KWzGuj
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2187 /dev/shm/.com.valvesoftware.Steam.eTuq3U
steamwebh 38519 tarilka0gg  mem    REG    0,1  8608752     0        18 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2185 /dev/shm/.com.valvesoftware.Steam.kCVvT6
steamwebh 38519 tarilka0gg  mem    REG    0,1   302388     0        41 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG    0,1   302388     0        40 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2139 /dev/shm/.com.valvesoftware.Steam.HT9aOd
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2138 /dev/shm/.com.valvesoftware.Steam.HK5Ca2
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2136 /dev/shm/.com.valvesoftware.Steam.3XU7Ci
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2134 /dev/shm/.com.valvesoftware.Steam.9ds421
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2133 /dev/shm/.com.valvesoftware.Steam.YKEIvM
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2124 /dev/shm/.com.valvesoftware.Steam.BNrP0z
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2120 /dev/shm/.com.valvesoftware.Steam.ngMRlA
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1420 /dev/shm/.com.valvesoftware.Steam.D7Ap6X
steamwebh 38519 tarilka0gg  mem    REG    0,1   238008     0        35 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG    0,1   238008     0        34 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG    0,1   253500     0        33 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2117 /dev/shm/.com.valvesoftware.Steam.NklSE0
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2115 /dev/shm/.com.valvesoftware.Steam.4frCDj
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2114 /dev/shm/.com.valvesoftware.Steam.xY4tIv
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2112 /dev/shm/.com.valvesoftware.Steam.iQFFrN
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2111 /dev/shm/.com.valvesoftware.Steam.Bhv1jL
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2108 /dev/shm/.com.valvesoftware.Steam.IZhG3G
steamwebh 38519 tarilka0gg  mem    REG    0,1   253500     0        32 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG    0,1   350550     0        31 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG    0,1   350550     0        30 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2657 /dev/shm/.com.valvesoftware.Steam.My9Zf3
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2103 /dev/shm/.com.valvesoftware.Steam.EuNWxe
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2100 /dev/shm/.com.valvesoftware.Steam.ztIWzv
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2099 /dev/shm/.com.valvesoftware.Steam.zg2Bat
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      2098 /dev/shm/.com.valvesoftware.Steam.MHNyKk
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2095 /dev/shm/.com.valvesoftware.Steam.K0jefy
steamwebh 38519 tarilka0gg  mem    REG    0,1   305118     0        27 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG    0,1   305118     0        26 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG    0,1   246804     0        25 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2653 /dev/shm/.com.valvesoftware.Steam.gzRv93
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2652 /dev/shm/.com.valvesoftware.Steam.1UNTDo
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2651 /dev/shm/.com.valvesoftware.Steam.1PDRkx
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2086 /dev/shm/.com.valvesoftware.Steam.vDny4q
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2085 /dev/shm/.com.valvesoftware.Steam.OtjOST
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2650 /dev/shm/.com.valvesoftware.Steam.Tb7DTw
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2649 /dev/shm/.com.valvesoftware.Steam.7xoUHV
steamwebh 38519 tarilka0gg  mem    REG    0,1   246804     0        24 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2648 /dev/shm/.com.valvesoftware.Steam.EeumrK
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2647 /dev/shm/.com.valvesoftware.Steam.ospeYu
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      1872 /dev/shm/.com.valvesoftware.Steam.6d0Uf6
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      1871 /dev/shm/.com.valvesoftware.Steam.ZDhfkK
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      1870 /dev/shm/.com.valvesoftware.Steam.sk4Wff
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      1869 /dev/shm/.com.valvesoftware.Steam.nsZYZK
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      1867 /dev/shm/.com.valvesoftware.Steam.m9R6sp
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      1866 /dev/shm/.com.valvesoftware.Steam.uYZuxn
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      1865 /dev/shm/.com.valvesoftware.Steam.PsNPj8
steamwebh 38519 tarilka0gg  mem    REG    0,1   254592     0        23 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG    0,1   254592     0        22 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG    0,1   417312     0        21 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG    0,1   417312     0        20 /SYSV00000000
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      1863 /dev/shm/.com.valvesoftware.Steam.E4V29L
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      1862 /dev/shm/.com.valvesoftware.Steam.RgoUqT
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      1860 /dev/shm/.com.valvesoftware.Steam.DTMP5K
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      1859 /dev/shm/.com.valvesoftware.Steam.ME71fJ
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      1856 /dev/shm/.com.valvesoftware.Steam.BIrpNR
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      1855 /dev/shm/.com.valvesoftware.Steam.tH7PPD
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0       380 /dev/shm/.com.valvesoftware.Steam.Iq4vky
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      1875 /dev/shm/.com.valvesoftware.Steam.alQ8Kv
steamwebh 38519 tarilka0gg  mem    REG   0,27   524288     0      2077 /dev/shm/.com.valvesoftware.Steam.3b3cAY
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2076 /dev/shm/.com.valvesoftware.Steam.YJAFHv
steamwebh 38519 tarilka0gg  mem    REG   0,27   393216     0      1850 /dev/shm/.com.valvesoftware.Steam.iqaMbJ
steamwebh 38519 tarilka0gg  mem    REG   0,27   262144     0      2646 /dev/shm/.com.valvesoftware.Steam.pkJNuI
